Product,CustomerGender,Location,Region,TotalPrice,StartDate,Deposit,DailyRate,TotalDays,AmountPaid30,AmountPaid60,AmountPaid360,LoanStatus360
Product B,Male,Location 58,Region 6,16600,12/3/2014,2000,40,365,5101,5101,16600,Finished Payment
Product C,Female,Location 251,Region 6,15600,12/28/2012,1000,40,365,2520,3380,15600,Finished Payment
Product A,Male,Location 30,Region 2,22250,7/16/2015,4000,50,365,5500,7000,22250,Finished Payment
Product B,Male,Location 48,Region 6,16600,1/19/2015,2000,40,365,3401,4618,16600,Finished Payment
Product C,NotSpecified,Location 253,Region 6,15600,9/23/2012,1000,40,365,2560,3520,15600,Finished Payment
Product B,Female,Location 94,Region 6,16600,4/17/2014,2000,40,365,3400,5800,16600,Finished Payment
Product A,Male,Location 73,Region 4,22250,9/7/2015,4000,50,365,5750,6850,22250,Finished Payment
Product A,Male,Location 45,Region 3,22250,1/21/2016,4000,50,365,5850,7700,22250,Finished Payment
Product A,Male,Location 108,Region 6,22250,2/1/2016,4000,50,365,5550,6900,22250,Finished Payment
Product B,Female,Location 73,Region 4,16600,11/27/2014,2000,40,365,3281,4481,16600,Finished Payment
Product C,NotSpecified,Location 34,Region 1,15600,7/10/2012,1000,40,365,3400,3400,15600,Finished Payment
Product E,Female,Location 84,Region 3,54625,3/21/2016,9000,125,365,14625,23125,54625,Finished Payment
Product B,Male,Location 261,Region 1,16600,3/22/2015,2000,40,365,6200,7400,16600,Finished Payment
Product C,NotSpecified,Location 262,Region 2,15600,8/27/2012,1000,40,365,2217,3887,15600,Finished Payment
Product C,Male,Location 263,Region 6,15600,10/15/2012,1000,40,365,3340,4020,15600,Finished Payment
Product C,NotSpecified,Location 267,Region 1,15600,3/7/2013,1000,40,365,2350,4050,15600,Finished Payment
Product B,Female,Location 53,Region 6,16600,1/10/2015,2000,40,365,3080,4280,16600,Finished Payment
Product B,Female,Location 87,Region 6,16600,8/25/2014,2000,40,365,4200,5000,16600,Finished Payment
Product A,Male,Location 111,Region 6,22250,8/31/2015,4000,50,365,14527,18250,22250,Finished Payment
Product C,Male,Location 270,Region 6,15600,3/19/2013,1000,40,365,13400,13400,15600,Finished Payment
Product A,Male,Location 8,Region 2,22250,5/31/2015,4000,50,365,5500,6800,22250,Finished Payment
Product B,Male,Location 135,Region 1,16600,9/15/2014,2000,40,365,5800,8200,16600,Finished Payment
Product B,Female,Location 45,Region 3,16600,3/19/2015,2000,40,365,3400,4600,16600,Finished Payment
Product D,Male,Location 271,Region 6,20250,11/21/2013,2000,50,365,6950,8550,20250,Finished Payment
Product A,Female,Location 29,Region 1,22250,6/11/2015,4000,50,365,7000,7450,22250,Finished Payment
Product B,Male,Location 95,Region 6,16600,4/30/2015,2000,40,365,4401,4401,16600,Finished Payment
Product D,Male,Location 272,Region 3,20250,8/25/2013,2000,50,365,4500,6000,20250,Finished Payment
Product B,Male,Location 13,Region 6,16600,12/2/2014,2000,40,365,3901,5401,16600,Finished Payment
Product B,Female,Location 111,Region 6,16600,5/2/2015,2000,40,365,3401,4641,16600,Finished Payment
Product C,Male,Location 275,Region 6,15600,11/4/2012,1000,40,365,3380,4580,15600,Finished Payment
Product B,Female,Location 21,Region 7,16600,8/9/2014,2000,40,365,2880,3120,16600,Finished Payment
Product B,Male,Location 25,Region 3,16600,4/18/2015,2000,40,365,4601,4601,16600,Finished Payment
Product B,Female,Location 42,Region 4,16600,4/18/2015,2000,40,365,3400,4600,16600,Finished Payment
Product A,Male,Location 142,Region 6,19250,8/6/2015,1000,50,365,650,1600,19250,Finished Payment
Product B,Female,Location 61,Region 2,16600,12/15/2014,2000,40,365,3401,4601,16600,Finished Payment
Product A,Male,Location 25,Region 3,22250,2/26/2016,4000,50,365,7250,8000,22250,Finished Payment
Product B,Female,Location 29,Region 1,16600,8/25/2014,2000,40,365,8201,8201,16600,Finished Payment
Product D,Male,Location 41,Region 1,20250,6/11/2013,2000,50,365,3471,5131,20250,Finished Payment
Product B,Male,Location 94,Region 6,16600,9/18/2014,2000,40,365,3401,4521,16600,Finished Payment
Product A,Male,Location 61,Region 2,22250,6/16/2015,4000,50,365,5500,7550,22250,Finished Payment
Product D,Male,Location 46,Region 2,20250,11/17/2013,2000,50,365,7200,7200,20250,Finished Payment
Product B,Male,Location 3,Region 3,16600,12/29/2014,2000,40,365,3401,4601,16600,Finished Payment
Product D,Male,Location 171,Region 5,20250,6/25/2013,2000,50,365,4751,6001,20250,Finished Payment
Product D,Male,Location 140,Region 6,20250,7/11/2013,2000,50,365,11001,13001,20250,Finished Payment
Product B,Male,Location 131,Region 2,16600,5/11/2014,2000,40,365,3401,4451,16600,Finished Payment
Product B,Male,Location 67,Region 1,16600,1/17/2015,2000,40,365,3241,4041,16600,Finished Payment
Product D,Male,Location 93,Region 1,20250,8/17/2013,2000,50,365,4250,6250,20250,Finished Payment
Product D,Female,Location 53,Region 6,20250,12/9/2013,2000,50,365,6100,7550,20250,Finished Payment
Product D,Male,Location 59,Region 6,20250,5/7/2013,2000,50,365,5951,5951,20250,Finished Payment
Product B,Male,Location 25,Region 3,16600,10/4/2014,2000,40,365,3041,4241,16600,Finished Payment
Product A,Female,Location 89,Region 6,19250,11/12/2015,1000,50,365,1250,2250,19250,Finished Payment
Product B,Female,Location 6,Region 1,16600,6/3/2014,2000,40,365,3361,4561,16600,Finished Payment
Product C,Female,Location 292,Region 6,15600,1/10/2013,1000,40,365,2200,3400,15600,Finished Payment
Product A,Male,Location 58,Region 6,19250,11/22/2015,1000,50,365,600,2250,19250,Finished Payment
Product C,Female,Location 24,Region 2,15600,3/2/2013,1000,40,365,3180,3980,15600,Finished Payment
Product B,Female,Location 142,Region 6,16600,4/25/2015,2000,40,365,3041,4281,16600,Finished Payment
Product A,Female,Location 39,Region 6,22250,11/20/2015,4000,50,365,6000,8000,22250,Finished Payment
Product C,NotSpecified,Location 294,Region 1,15600,10/7/2012,1000,40,365,2200,3320,15600,Finished Payment
Product B,Male,Location 296,Region 6,16600,5/31/2014,2000,40,365,3400,4600,16600,Finished Payment
Product A,Female,Location 192,Region 6,22250,6/2/2015,4000,50,365,5550,7350,22250,Finished Payment
Product B,Female,Location 42,Region 4,16600,3/24/2014,2000,40,365,3401,4281,16600,Finished Payment
Product B,Male,Location 91,Region 6,16600,11/24/2014,2000,40,365,5121,5121,16600,Finished Payment
Product A,Male,Location 111,Region 6,19250,11/19/2015,1000,50,365,650,2150,19250,Finished Payment
Product A,Female,Location 22,Region 6,22250,5/22/2015,4000,50,365,5800,7450,22250,Finished Payment
Product A,Male,Location 70,Region 7,22250,3/6/2016,4000,50,365,5850,7280,22250,Finished Payment
Product B,Male,Location 32,Region 6,16600,4/12/2015,2000,40,365,3400,4600,16600,Finished Payment
Product C,Male,Location 304,Region 5,15600,4/22/2013,1000,40,365,2200,3340,15600,Finished Payment
Product A,Male,Location 26,Region 3,22250,6/12/2016,4000,50,365,10450,20100,22250,Finished Payment
Product B,Male,Location 23,Region 4,16600,3/9/2014,2000,40,365,4840,5940,16600,Finished Payment
Product D,Male,Location 307,Region 9,20250,7/27/2013,2000,50,365,3601,5201,20250,Finished Payment
Product C,Male,Location 34,Region 1,15600,3/22/2013,1000,40,365,3480,3480,15600,Finished Payment
Product A,Male,Location 6,Region 1,22250,6/1/2016,4000,50,365,6300,7300,22250,Finished Payment
Product D,Male,Location 137,Region 6,20250,9/29/2013,2000,50,365,3751,5251,20250,Finished Payment
Product B,Male,Location 87,Region 6,16600,1/13/2015,2000,40,365,3401,4641,16600,Finished Payment
Product B,Male,Location 23,Region 4,16600,6/30/2014,2000,40,365,3400,4600,16600,Finished Payment
Product D,Male,Location 34,Region 1,20250,6/17/2013,2000,50,365,3500,4950,20250,Finished Payment
Product D,Male,Location 171,Region 5,20250,12/15/2013,2000,50,365,6251,8051,20250,Finished Payment
Product D,Male,Location 260,Region 1,20250,11/25/2013,2000,50,365,6120,7498,20250,Finished Payment
Product B,Female,Location 22,Region 6,16600,6/27/2014,2000,40,365,3400,4400,16600,Finished Payment
Product C,NotSpecified,Location 311,Region 9,15600,8/31/2012,1000,40,365,2520,3480,15600,Finished Payment
Product B,Female,Location 26,Region 3,16600,1/18/2015,2000,40,365,5281,5471,16600,Finished Payment
Product B,Male,Location 314,Region 16,16600,3/6/2014,2000,40,365,3400,4600,16600,Finished Payment
Product D,Male,Location 315,Region 6,20250,10/11/2013,2000,50,365,4000,5000,20250,Finished Payment
Product B,Female,Location 11,Region 3,16600,5/21/2014,2000,40,365,3400,5080,16600,Finished Payment
Product C,Male,Location 202,Region 13,13775,1/30/2014,1000,35,365,2330,3345,13775,Finished Payment
Product A,Female,Location 50,Region 1,22250,6/25/2015,4000,50,365,7010,10010,22250,Finished Payment
Product D,Male,Location 56,Region 3,20250,12/23/2013,2000,50,365,6501,8501,20250,Finished Payment
Product B,Male,Location 30,Region 2,16600,3/16/2015,2000,40,365,4161,5561,16600,Finished Payment
Product A,Female,Location 3,Region 3,22250,10/30/2015,4000,50,365,6200,7700,22250,Finished Payment
Product B,Female,Location 3,Region 3,16600,4/25/2015,2000,40,365,3201,5634,16600,Finished Payment
Product B,Male,Location 73,Region 4,16600,12/26/2014,2000,40,365,3801,5001,16600,Finished Payment
Product B,Male,Location 93,Region 1,16600,6/28/2015,2000,40,365,3061,4261,16600,Finished Payment
Product C,Male,Location 102,Region 6,15600,12/28/2012,1000,40,365,2600,3700,15600,Finished Payment
Product C,NotSpecified,Location 240,Region 6,15600,2/24/2013,1000,40,365,3200,4300,15600,Finished Payment
Product A,Male,Location 20,Region 1,22250,8/20/2015,4000,50,365,6300,7250,22250,Finished Payment
Product A,Male,Location 2,Region 2,22250,9/12/2015,4000,50,365,6650,6750,22250,Finished Payment
Product A,Male,Location 39,Region 6,22250,8/29/2015,4000,50,365,6000,7000,22250,Finished Payment
Product D,Male,Location 171,Region 5,20250,8/27/2013,2000,50,365,6301,7201,20250,Finished Payment
Product B,Male,Location 325,Region 1,16600,2/2/2014,2000,40,365,3700,4900,16600,Finished Payment
Product D,Female,Location 74,Region 6,20250,8/20/2013,2000,50,365,3751,8751,20250,Finished Payment
Product C,NotSpecified,Location 253,Region 6,15600,2/24/2013,1000,40,365,2200,3400,15600,Finished Payment
Product B,Male,Location 11,Region 3,16600,8/31/2014,2000,40,365,3481,4441,16600,Finished Payment
Product E,Male,Location 8,Region 2,54625,1/24/2016,9000,125,365,12251,16126,54625,Finished Payment
Product A,Male,Location 8,Region 2,22250,6/11/2015,4000,50,365,5400,7000,22250,Finished Payment
Product B,Female,Location 273,Region 4,16600,2/22/2014,2000,40,365,3321,5345,16600,Finished Payment
Product B,Male,Location 27,Region 2,16600,8/23/2014,2000,40,365,3401,4601,16600,Finished Payment
Product B,Male,Location 331,Region 6,16600,5/2/2014,2000,40,365,3360,4720,16600,Finished Payment
Product B,Male,Location 11,Region 3,16600,1/5/2015,2000,40,365,4521,5721,16600,Finished Payment
Product C,NotSpecified,Location 332,Region 6,15600,12/4/2012,1000,40,365,2200,3400,15600,Finished Payment
Product A,Female,Location 57,Region 6,22250,8/2/2015,4000,50,365,6200,7400,22250,Finished Payment
Product B,Male,Location 149,Region 1,16600,4/28/2015,2000,40,365,3551,4651,16600,Finished Payment
Product A,Female,Location 23,Region 4,22250,8/6/2015,4000,50,365,5400,6800,22250,Finished Payment
Product A,Male,Location 84,Region 3,22250,8/10/2015,4000,50,365,12350,12350,22250,Finished Payment
Product B,Female,Location 25,Region 3,16600,5/12/2015,2000,40,365,3401,5801,16600,Finished Payment
Product B,Male,Location 6,Region 1,16600,2/1/2015,2000,40,365,7201,7201,16600,Finished Payment
Product B,Male,Location 265,Region 4,16600,1/18/2014,2000,40,365,3400,4600,16600,Finished Payment
Product A,Male,Location 60,Region 3,22250,2/27/2016,4000,50,365,6250,8200,22250,Finished Payment
Product B,Male,Location 333,Region 7,16600,2/4/2014,2000,40,365,3401,4601,16600,Finished Payment
Product A,Male,Location 37,Region 4,22250,7/2/2015,4000,50,365,5500,7500,22250,Finished Payment
Product C,Male,Location 66,Region 2,15600,3/17/2013,1000,40,365,13400,13400,15600,Finished Payment
Product C,Male,Location 334,Region 3,15600,6/15/2012,1000,40,365,3500,3500,15600,Finished Payment
Product A,Male,Location 86,Region 6,22250,4/2/2016,4000,50,365,5650,6950,22250,Finished Payment
Product C,NotSpecified,Location 337,Region 4,15600,11/5/2012,1000,40,365,2200,3400,15600,Finished Payment
Product A,Male,Location 86,Region 6,22250,1/2/2016,4000,50,365,8000,8000,22250,Finished Payment
Product A,Male,Location 82,Region 7,20250,7/30/2016,2000,50,365,1701,3250,20250,Finished Payment
Product B,Female,Location 196,Region 2,16600,3/2/2014,2000,40,365,3681,5681,16600,Finished Payment
Product B,Female,Location 4,Region 4,16600,4/3/2015,2000,40,365,12400,12400,16600,Finished Payment
Product C,NotSpecified,Location 340,Region 2,15600,8/11/2012,1000,40,365,2300,3900,15600,Finished Payment
Product A,Female,Location 87,Region 6,22250,6/5/2015,4000,50,365,5670,7270,22250,Finished Payment
Product D,Male,Location 341,Region 1,20250,12/16/2013,2000,50,365,6051,7201,20250,Finished Payment
Product B,Male,Location 50,Region 1,16600,3/29/2014,2000,40,365,4601,5801,16600,Finished Payment
Product A,Male,Location 37,Region 4,22250,8/11/2015,4000,50,365,5400,6900,22250,Finished Payment
Product B,Female,Location 73,Region 4,16600,5/1/2015,2000,40,365,5800,7000,16600,Finished Payment
Product B,Male,Location 39,Region 6,16600,1/16/2015,2000,40,365,3400,4600,16600,Finished Payment
Product A,Female,Location 49,Region 6,22250,12/20/2015,4000,50,365,5500,8500,22250,Finished Payment
Product B,Male,Location 345,Region 1,16600,2/9/2014,2000,40,365,4401,6401,16600,Finished Payment
Product C,NotSpecified,Location 34,Region 1,15600,7/26/2012,1000,40,365,3400,3400,15600,Finished Payment
Product C,Female,Location 287,Region 5,15600,6/28/2012,1000,40,365,2205,3405,15600,Finished Payment
Product A,Female,Location 22,Region 6,22250,1/25/2016,4000,50,365,13950,13950,22250,Finished Payment
Product B,Male,Location 351,Region 6,16600,5/6/2014,2000,40,365,4641,5741,16600,Finished Payment
Product B,Female,Location 39,Region 6,16600,9/6/2014,2000,40,365,3480,4680,16600,Finished Payment
Product B,Male,Location 350,Region 6,16600,1/26/2014,2000,40,365,4601,4601,16600,Finished Payment
Product D,Female,Location 352,Region 1,20250,5/16/2013,2000,50,365,3500,5000,20250,Finished Payment
Product B,Male,Location 70,Region 7,16600,1/30/2015,2000,40,365,3351,4801,16600,Finished Payment
Product B,Female,Location 30,Region 2,16600,12/20/2014,2000,40,365,3200,4400,16600,Finished Payment
Product A,Male,Location 88,Region 7,22250,6/21/2015,4000,50,365,4000,4000,22250,Finished Payment
Product C,NotSpecified,Location 356,Region 2,15600,12/26/2012,1000,40,365,2180,3550,15600,Finished Payment
Product B,Male,Location 70,Region 7,16600,4/28/2014,2000,40,365,3200,4280,16600,Finished Payment
Product B,Male,Location 11,Region 3,16600,2/14/2014,2000,40,365,5401,6701,16600,Finished Payment
Product D,Female,Location 360,Region 6,20250,11/23/2013,2000,50,365,6500,8000,20250,Finished Payment
Product A,Female,Location 9,Region 6,22250,8/27/2015,4000,50,365,5500,8500,22250,Finished Payment
Product B,Female,Location 48,Region 6,16600,12/20/2014,2000,40,365,9800,11200,16600,Finished Payment
Product B,Male,Location 362,Region 6,16600,3/18/2014,2000,40,365,3060,4260,16600,Finished Payment
Product B,Female,Location 3,Region 3,16600,11/3/2014,2000,40,365,3401,5401,16600,Finished Payment
Product B,Female,Location 26,Region 3,16600,4/18/2015,2000,40,365,3301,4641,16600,Finished Payment
Product C,Female,Location 74,Region 6,15600,5/16/2012,1000,40,365,2200,4200,15600,Finished Payment
Product E,Male,Location 22,Region 6,54625,1/24/2016,9000,125,365,26001,26001,54625,Finished Payment
Product D,Male,Location 41,Region 1,20250,9/19/2013,2000,50,365,3501,4901,20250,Finished Payment
Product A,Male,Location 62,Region 3,22250,8/1/2015,4000,50,365,5450,7150,22250,Finished Payment
Product D,Female,Location 171,Region 5,20250,11/15/2013,2000,50,365,8001,8001,20250,Finished Payment
Product D,Male,Location 368,Region 6,20250,11/22/2013,2000,50,365,6000,7500,20250,Finished Payment
Product B,Female,Location 60,Region 3,16600,12/14/2014,2000,40,365,4951,5451,16600,Finished Payment
Product D,Female,Location 371,Region 5,20250,4/13/2013,2000,50,365,5150,6700,20250,Finished Payment
Product D,Male,Location 56,Region 3,20250,4/13/2013,2000,50,365,3351,5051,20250,Finished Payment
Product B,Male,Location 3,Region 3,16600,6/6/2014,2000,40,365,3401,4821,16600,Finished Payment
Product B,Female,Location 62,Region 3,16600,1/20/2015,2000,40,365,3601,5161,16600,Finished Payment
Product D,Male,Location 131,Region 2,20250,11/16/2013,2000,50,365,6501,8001,20250,Finished Payment
Product B,Male,Location 137,Region 6,16600,2/2/2015,2000,40,365,3401,4651,16600,Finished Payment
Product B,Male,Location 84,Region 3,16600,3/24/2014,2000,40,365,3601,5001,16600,Finished Payment
Product D,Female,Location 374,Region 2,20250,1/3/2014,2000,50,365,6201,7701,20250,Finished Payment
Product C,Male,Location 375,Region 4,15600,3/22/2013,1000,40,365,2520,3920,15600,Finished Payment
Product D,Male,Location 371,Region 5,20250,4/13/2013,2000,50,365,7700,9200,20250,Finished Payment
Product B,Male,Location 80,Region 2,16600,4/27/2014,2000,40,365,7541,9441,16600,Finished Payment
Product A,Male,Location 87,Region 6,22250,8/16/2015,4000,50,365,6200,7450,22250,Finished Payment
Product A,Male,Location 46,Region 2,22250,4/25/2016,4000,50,365,5300,7400,22250,Finished Payment
Product B,Female,Location 84,Region 3,16600,4/7/2015,2000,40,365,3401,5901,16600,Finished Payment
Product D,Male,Location 100,Region 11,20250,8/30/2013,2000,50,365,3400,4900,20250,Finished Payment
Product B,Male,Location 6,Region 1,16600,3/11/2014,2000,40,365,3401,4601,16600,Finished Payment
Product B,Male,Location 42,Region 4,16600,3/17/2015,2000,40,365,4001,4501,16600,Finished Payment
Product B,Male,Location 155,Region 6,16600,6/14/2014,2000,40,365,3561,4041,16600,Finished Payment
Product B,Male,Location 17,Region 3,16600,6/16/2014,2000,40,365,5201,5201,16600,Finished Payment
Product C,NotSpecified,Location 259,Region 5,15600,10/16/2012,1000,40,365,2200,3400,15600,Finished Payment
Product A,Male,Location 39,Region 6,22250,2/17/2016,4000,50,365,5800,7800,22250,Finished Payment
Product E,Male,Location 26,Region 3,54625,4/11/2016,9000,125,365,14001,18001,54625,Finished Payment
Product D,Female,Location 244,Region 17,20250,10/25/2013,2000,50,365,4001,5501,20250,Finished Payment
